round;sample;ID_plate;centroid_1;centroid_2;growth_rate;peaks;circularity;eccentricity;RGB_mean_1;RGBt_mean_2;RGBt_mean_3;RGBt_std_1;RGBt_std_2;RGBt_std_3;Lab_mean_1;Lab_mean_2;Lab_mean_3;Lab_std_1;Lab_std_2;Lab_std_3;Labt_mean_1;Labt_mean_2;Labt_mean_3;Labt_std_1;Labt_std_2;Labt_std_3;activity_total
2;50ul-nr5;21-17;875;1589;0,765900007;13;0,51876;0,11904;131,7599;107,1039;83,84416;13,6469;7,71974;1,87129;46,1527;8,1589;15,5967;2,80712;1,99001;3,52192;47,6978;8,87988;17,6807;3,53693;2,2263;4,33705;0
2;50ul-nr5;21-18;958;779;0,017959251;17;0,97312;0,3853;224,6347;171,8378;139,1081;20,8056;21,6586;17,9669;72,8994;17,4961;25,2991;9,96267;5,896;4,36666;75,0629;17,8814;25,4866;7,45398;5,16094;3,61493;1
2;50ul-nr5;21-19;983;453;0,236993318;15;1,0523;0,14061;247,8176;233,878;228,1951;15,8912;23,5735;29,4349;91,3234;6,31149;7,29086;10,0122;4,70886;6,56546;93,8312;5,1397;5,02299;7,85177;3,33069;5,26413;0
2;50ul-nr5;21-2;412;1343;0,119463861;18;0,94726;0,20753;244,5317;223,8875;197,5625;21,8168;29,8142;33,7871;87,2157;6,41241;19,4762;10,9364;6,06057;6,97965;90,4613;4,72525;16,1671;9,74251;6,33351;8,06494;1
2;50ul-nr5;21-20;1021;1224;0;13;0,87486;0,21117;164,5281;133,4082;117,1429;36,3189;21,3365;18,2151;53,8709;16,1381;14,8617;9,05342;4,85172;4,24185;60,6881;19,2723;17,2922;9,65154;5,31083;4,19586;0
2;50ul-nr5;21-21;1141;884;0,055403062;6;0,84656;0,3531;129,5068;96,20833;73,08333;6,3742;3,57502;1,88626;43,1407;11,2652;18,4036;1,63954;1,46763;1,88084;44,0208;11,7351;19,0282;1,65421;1,55998;1,74068;0
2;50ul-nr5;21-24;1356;349;0,142291022;16;0,93175;0,26234;238,1554;223,2262;206,75;36,4429;38,7355;36,5025;87,039;5,67648;11,9609;13,6894;5,84596;7,08863;89,7901;3,95992;10,418;13,768;4,85722;6,90467;0
2;50ul-nr5;21-28;1455;838;0,198334212;9;0,82313;0,33663;138,3806;116,125;87,15625;9,4974;5,99328;2,34327;49,8022;5,25048;18,6863;2,32956;1,69615;2,56022;50,6547;5,90549;19,8253;2,57975;1,92762;2,90629;0
2;50ul-nr5;21-32;1790;920;65535;15;0,8537;0,61236;181,085;164,38;155,98;24,326;22,4609;23,3006;68,0111;5,6817;6,39955;7,7579;2,84936;4,33559;68,8835;5,88437;7,02479;8,58314;2,15042;3,88724;0
2;50ul-nr5;21-33;1746;818;65535;9;0,66503;0,42668;132,4312;127,8438;114,4375;12,9234;9,36744;5,79175;52,553;1,00235;7,26939;3,70991;1,60229;3,0232;54,018;1,40141;8,61735;3,84221;1,73257;3,15106;0
2;50ul-nr5;21-4;469;972;0,067060411;16;0,73198;0,42238;176,3551;151,1905;124,127;47,6827;40,0916;35,5269;59,4803;12,2561;19,1538;14,487;3,78439;3,79101;65,7183;13,1556;20,742;15,6537;4,04938;4,20078;1
2;50ul-nr6;22-11;1359;664;1,122578485;21;0,97119;0,26714;179,7633;132,0687;101,3588;27,53;28,359;27,1356;57,87;16,4346;24,824;11,9255;4,82105;4,35048;59,2748;15,575;24,3033;10,3607;4,30646;3,57446;1
2;50ul-nr6;22-2;581;1054;0,021095481;11;1,0439;0,32942;234,2442;219,7188;209,6875;38,2275;47,9316;53,5058;84,8023;8,21761;10,1391;16,4649;6,91003;8,31868;88,7243;5,61018;7,76759;16,764;5,36077;6,74606;1
2;50ul-nr6;22-3;614;492;0,014289837;7;0,64038;0,19326;131,5344;113,6042;92,35417;15,2411;9,15293;2,18787;47,6707;6,11262;13,3022;3,05341;1,88556;3,60608;49,8006;6,97381;15,5855;4,04855;2,16899;4,73098;1
2;50ul-nr6;22-6;820;1392;1,178117831;18;0,99805;0,26276;227,1423;172,1308;143,729;40,7892;46,7845;46,3597;76,0599;14,2441;22,9347;13,8207;8,40375;6,03107;73,4767;12,6643;21,1411;16,3396;8,0773;6,13712;1
2;50ul-nr7;23-1;338;1464;0,034081923;7;0,48155;0,31302;124,0861;109,6;103,9;4,46035;3,13553;2,95403;47,0131;5,33706;5,20544;1,42373;1,56815;1,13848;47,6236;5,42169;5,54852;1,27694;1,59863;0,944209;0
2;50ul-nr7;23-10;1216;979;0,147131353;20;0,90834;0,28032;192,9346;153,6259;122,6871;38,5943;41,2251;38,6597;62,1468;17,2536;23,3225;13,0167;4,67071;4,30292;67,6111;16,4483;24,3344;14,7208;5,75856;4,89215;1
2;50ul-nr7;23-11;1182;685;0,113593221;11;0,81765;0,44874;213,2497;212,2394;192,5352;41,4885;49,73;50,5845;76,5834;7,00516;14,7989;21,7587;5,89649;5,67605;86,0281;5,14521;12,8275;17,4773;5,07587;7,48123;1
2;50ul-nr7;23-12;1290;434;0,021095481;16;0,39315;0,56032;151,6396;121,3991;112,0917;15,9897;9,97838;7,42587;54,4923;8,80742;9,04756;8,29278;3,18693;3,92265;53,1839;8,78243;8,9522;4,43701;2,52946;2,59091;0
2;50ul-nr7;23-14;1446;1651;1,046868014;21;0,99055;0,28342;232,9838;217,7273;200,125;26,1878;33,2074;40,8099;83,2871;7,68194;15,3669;13,3965;5,81771;8,47374;88,6011;6,79691;12,2512;11,23;5,16814;9,47339;1
2;50ul-nr7;23-3;650;1632;0,155477453;24;0,84719;0,20147;176,5191;146,8929;120,6429;34,6878;36,9037;40,8315;60,7398;10,4599;19,2009;10,9719;3,59043;4,54782;63,4678;10,4092;19,4178;13,3212;4,03587;5,97455;1
2;50ul-nr8;24-19;1371;788;0,170385069;10;0,74474;0,38571;144,5463;110,1059;86,16471;11,3419;6,2355;5,22322;49,1649;10,9215;17,2324;3,23338;2,12208;4,52091;49,6397;11,6613;19,134;2,85127;2,20923;4,23862;1
2;50ul-nr8;24-21;1497;1089;0,665414312;19;1,0236;0,24882;252,3876;232,66;230,68;30,2;33,688;34,0812;94,5264;5,2328;3,50747;6,46316;3,7641;4,08031;93,1634;4,87309;2,85618;12,2825;1,9192;1,83753;1
2;50ul-nr8;24-3;572;1068;0,080151487;9;0,72454;0,24801;131,9115;105,6;83,975;8,18551;5,24673;2,42305;46,1256;8,29988;15,6376;1,83148;1,68976;2,27818;46,9775;8,47381;16,5964;2,27172;1,70413;2,48579;0
2;50ul-nr8;24-5;720;886;0,021095481;9;0,68225;0,43588;127,2292;98,90625;78,40625;6,5192;4,05892;1,82914;43,84;9,11768;15,8617;1,62277;1,50791;1,91878;44,5164;9,54334;16,4674;1,76118;1,56273;2,37071;1
2;50ul-nr8;24-7;827;1657;0,8354556;13;0,9538;0,66036;246,8312;230,5818;222,4273;27,4728;32,0414;33,9199;91,7204;5,08038;7,06792;10,7162;4,36311;5,56889;92,4536;4,4226;6,08329;11,3115;3,50317;4,73297;1
2;60ul-nr1;25-10;844;477;0,04584244;15;0,97976;0,34364;178,5459;138,7419;115,9032;25,1838;12,7671;7,22198;59,2967;15,0178;17,0587;7,44039;4,8703;5,24278;62,2587;16,9497;20,0491;6,00971;4,53771;4,92781;0
2;60ul-nr1;25-12;982;401;0,098617944;14;0,51843;0,47692;135,1037;117,0789;95,97368;15,3874;9,0771;3,47553;48,8164;6,49456;13,225;3,39492;1,9843;3,30686;51,3849;7,77447;15,7531;4,04834;2,39628;4,12409;0
2;60ul-nr1;25-13;971;573;0,106539967;10;0,8286;0,30551;196,1526;162,5319;156,2979;23,6778;23,1036;23,032;68,4082;12,6752;9,32655;10,0323;3,06973;2,42619;69,7124;12,1743;8,22128;8,66587;3,05769;1,97262;0
2;60ul-nr1;25-16;999;475;0,023316492;10;1,0203;0,39183;160,1398;122,2069;103,5862;13,4135;8,09047;5,77258;53,3899;13,9363;16,2938;3,612;2,87423;2,02355;55,2706;15,0258;17,0882;3,62132;2,3288;2,13067;0
2;60ul-nr1;25-2;421;1411;0,047481039;8;0,53714;0,16737;133,047;111,8909;90,03636;12,8636;8,07069;3,05483;47,285;7,55102;13,9744;2,77913;1,98065;3,39602;49,463;8,32503;16,5115;3,50719;1,95078;4,34414;1
2;60ul-nr1;25-22;1427;512;0,729974943;13;0,5815;0,39861;167,5933;137,9407;108,7203;41,1828;36,2414;32,4798;55,8979;12,4939;20,8052;14,8254;5,01702;4,73976;60,9563;13,8376;22,571;13,8224;5,82193;5,03812;1
2;60ul-nr1;25-5;632;496;0,027403959;17;0,8475;0,25151;178,4841;150,51;133,93;34,9607;22,6008;17,6219;61,6873;11,9631;12,9311;8,30286;3,83566;3,78823;65,7142;13,7084;14,8702;9,66183;4,18462;4,28594;0
2;60ul-nr2;26-1;432;819;0;19;0,85159;0,46718;145,8725;108,2599;100,1864;15,0171;11,2442;9,83351;51,7065;9,58424;9,88709;5,64113;2,59934;3,05423;47,6583;7,75717;7,91869;4,7118;2,18652;2,41103;0
2;60ul-nr2;26-14;1007;1750;0,082135519;16;1,0264;0,32392;236,6172;225,3409;212,0909;20,1142;32,4367;45,9139;84,7193;8,15428;14,8484;14,8028;6,40124;11,4792;91,1476;6,33154;9,73766;10,5703;5,44915;10,993;1
2;60ul-nr2;26-19;1291;1631;0,10473684;8;0,94102;0,51325;225,9652;213,0204;185,2245;35,9673;46,4267;48,5902;79,6263;8,46265;19,5535;17,7865;7,72194;7,30929;86,553;5,33065;17,4343;15,8694;7,23636;6,5252;1
2;60ul-nr2;26-21;1308;631;0,088725178;11;1,0477;0,31944;181,562;144;132,68;21,8024;13,6809;11,2462;61,3312;15,0593;11,7428;5,29362;2,79811;2,53183;63,8246;15,9239;12,818;5,95214;3,03596;2,50015;1
2;60ul-nr2;26-25;1622;1164;0,530569898;15;1,0442;0,26511;166,3817;127,2439;105,7561;11,8488;5,56678;4,72113;56,469;12,414;16,7082;3,05243;3,08017;2,98357;57,1509;14,4785;18,4882;2,59748;3,22448;3,10173;0
2;60ul-nr2;26-26;1641;1028;65535;7;1,0029;0,72906;137,1754;117,3889;109,3889;7,77733;6,36293;5,22594;50,9339;6,19787;7,81828;1,76645;1,60777;1,38001;51,0017;6,40134;7,28212;2,5926;1,44808;1,05519;0
2;60ul-nr2;26-3;385;1071;0,016822464;15;1,0404;0,18016;250,3462;235,2195;231,2683;18,5324;24,9465;26,1563;93,8785;4,77202;4,26414;7,93071;3,14594;3,70006;94,1321;4,57361;3,82265;8,46467;2,86471;3,21776;0
2;60ul-nr2;26-4;672;1013;0,02671523;15;0,50212;0,51185;139,1047;107,0867;95,91327;21,1366;13,9217;12,0804;46,7112;13,2666;11,6906;4,57517;2,45214;2,08278;48,9679;14,4671;12,5763;6,17002;2,9418;2,4527;0
2;60ul-nr2;26-5;613;1567;0,234432807;14;1,0375;0,25929;249,0741;229,1579;211,9474;22,3911;31,7724;33,6347;90,4893;5,89594;13,3615;9,42016;6,11699;3,89144;92,0443;4,18738;10,9768;10,6644;4,91505;4,81974;0
2;60ul-nr3;27-13;853;317;0,743675466;14;0,99981;0,2395;244,6121;234,3;226,96;18,5528;24,243;24,9595;91,3761;4,67841;6,17829;11,3378;3,41513;4,44626;93,7977;4,28502;5,55852;8,21135;3,37785;3,37043;0
2;60ul-nr3;27-15;1176;1775;1,175084789;24;0,89867;0,32399;230,4097;207,3801;166,9649;25,0238;29,2814;32,7708;81,6781;6,65779;22,1249;14,6711;6,8491;9,89675;85,5454;8,07774;25,2743;9,79229;6,60247;8,45166;0
2;60ul-nr3;27-17;1152;348;0,951564051;12;0,67083;0,3264;223,2817;213,9706;186,7059;41,1466;41,9783;40,0093;80,6581;5,70228;16,1008;18,1775;5,69227;9,09292;86,7973;4,88292;16,7235;15,1366;5,48264;9,07291;1
2;60ul-nr3;27-23;1385;491;1,033468898;16;0,83456;0,31661;189,6893;164,3846;148,3297;35,9203;22,6322;17,4668;65,4989;12,5561;12,1251;9,91736;4,30442;4,46449;71,1865;14,6659;14,7845;9,60363;4,49995;4,60447;0
2;60ul-nr3;27-17;1151;480;0,951564051;12;0,67083;0,3264;223,2817;213,9706;186,7059;41,1466;41,9783;40,0093;80,6581;5,70228;16,1008;18,1775;5,69227;9,09292;86,7973;4,88292;16,7235;15,1366;5,48264;9,07291;1
2;60ul-nr3;27-5;420;1284;0,10872387;14;0,99469;0,095543;193,5657;143,7593;120,9444;33,1788;15,6638;8,59666;62,5556;18,1319;19,4738;7,81663;5,88884;6,33074;65,1834;20,6034;21,4639;7,64562;6,12815;6,90331;0
2;60ul-nr3;27-8;553;493;0,137966355;11;1,0217;0,21353;155,5365;135,4444;107,6296;7,33974;4,83841;10,0504;57,5229;4,09937;15,8493;4,29033;2,17242;5,58467;57,8207;4,16451;18,0847;1,76291;2,11997;5,2439;0
2;60ul-nr4;28-10;806;1445;0,112041669;16;0,97916;0,17673;204,4073;192,3729;167,5424;39,7014;52,3384;55,6034;69,3542;13,1592;18,8969;18,4409;7,29866;6,19546;79,9378;9,35328;17,61;17,8784;7,21279;8,10274;1
2;60ul-nr4;28-11;824;1631;0,165591888;11;0,69044;0,28777;134,8123;109,2407;94,68519;12,1259;8,07497;5,32287;47,1618;9,52203;12,0298;2,92481;1,89242;1,83845;48,8345;10,4013;12,9487;3,53709;1,92347;2,21425;0
2;60ul-nr4;28-17;942;1449;0,057192431;16;0,74633;0,64476;217,3933;159,5714;125,7449;58,3547;48,1126;38,3124;71,9177;14,4902;24,2636;16,6723;4,68991;5,62662;69,2106;14,8639;24,9517;19,1316;4,29349;6,84441;0
2;60ul-nr4;28-22;1183;1591;0,853166453;22;0,39603;0,48522;222,6239;181,0229;139,3664;36,9674;37,03;33,9847;73,4414;13,8948;28,9337;12,8053;4,69826;5,19139;76,8227;12,0076;27,9269;13,5228;5,22452;5,26721;1
2;60ul-nr4;28-23;1218;530;0,283640666;13;0,83928;0,35987;222,679;208,3077;181,2308;32,0824;42,044;41,567;77,8788;9,38808;18,4662;17,0083;6,42875;6,39371;85,3706;7,18723;17,6952;14,1344;7,23501;6,65278;1
2;60ul-nr4;28-32;1537;992;0,048053596;9;0,62297;0,60285;130,5246;104,6829;73;8,01637;5,01218;3,37639;46,0229;6,17702;20,4387;1,80811;1,64824;3,17325;46,2496;6,56682;21,9816;2,08617;2,18676;3,6647;0
2;60ul-nr4;28-35;1711;1012;0,649113192;20;0,911;0,33119;233,6032;219,593;206,093;35,6125;39,6563;44,1073;84,7654;6,22806;13,586;15,1745;5,23771;9,35829;88,805;5,53889;9,47285;14,0931;3,82353;8,79347;1
2;60ul-nr4;28-7;562;1713;0,13934919;13;0,41206;0,58978;226,7373;202,9333;173,4267;43,7538;45,4965;38,7961;80,3901;7,46752;18,3096;15,1643;5,40144;7,63131;83,2677;6,74693;18,7686;16,2816;6,52132;7,00147;1
2;60ul-nr4;28-8;644;1359;0,105132229;15;1,0308;0,14871;210,6215;159,6905;139,8571;27,5482;37,383;39,4094;66,8875;21,1824;20,6849;10,3103;6,52474;4,79478;71,1398;20,9064;19,9141;12,2671;8,57025;5,70173;1
2;60ul-nr5;29-1;350;1137;0,204003346;20;1,0084;0,30633;235,6296;219,2386;212,6932;33,3111;39,5216;43,0582;85,5463;7,76097;9,44732;13,2179;5,25763;6,90426;88,7609;6,1984;5,93838;13,8056;4,15383;5,89732;1
2;60ul-nr5;29-13;1004;1856;0,030910309;10;1,0088;0,39741;160,5515;143,5455;131,5455;20,97;13,7693;9,50051;59,1894;6,68999;8,86084;5,44792;2,33574;2,9895;61,611;7,9405;10,0214;5,82619;2,90964;3,34297;0
2;60ul-nr5;29-14;1130;1797;0,020446285;11;1,0143;0,28835;247,8785;232,0882;226,5294;25,2854;29,7101;33,2486;92,528;5,02153;5,47669;9,78498;3,13681;5,47191;93,0273;4,68186;4,75993;10,5363;2,62523;5,30995;1
2;60ul-nr5;29-15;1221;1513;0,12670419;26;0,96789;0,35014;212,6557;172,469;137,5034;31,1612;37,1826;35,2281;69,91;15,6422;24,1939;13,898;6,31103;4,80325;74,506;15,3592;25,8007;12,7284;6,35441;3,44023;1
2;60ul-nr5;29-17;1529;958;0,157561324;11;0,90388;0,50098;243,0559;225,0659;194,2967;24,3234;31,851;30,7356;87,5617;5,30513;18,4556;13,1204;6,71623;6,47769;90,622;3,55436;18,0801;10,7263;5,748;6,66978;0
2;60ul-nr5;29-21;1726;1144;0,157068956;19;0,93372;0,41299;239,5152;221,6146;201,6875;38,1184;40,6615;41,0994;87,4456;4,55264;15,3488;13,769;5,37111;8,91409;89,2117;3,91661;12,3188;14,5888;4,3699;8,52753;1
2;60ul-nr5;29-7;769;1102;0,161614824;21;0,92463;0,35598;235,9055;219,764;198,8315;34,86;42,4087;42,5003;84,5305;6,71999;16,6503;16,533;6,30839;6,33389;88,7537;4,75835;13,2546;14,8005;4,99244;6,87356;1
2;60ul-nr6;30-10;800;1244;0,212938136;10;0,8267;0,33634;135,3906;105,8913;93,45652;8,54169;5,81656;3,67397;46,7394;10,8733;11,3745;2,42149;1,77386;1,75545;47,7273;11,4005;12,1;2,49225;1,80381;1,91444;0
2;60ul-nr6;30-11;893;294;0,112889725;16;1,0218;0,16217;230,0336;187,3231;164,7077;25,1678;31,3;31,74;79,3875;10,8805;20,4928;10,848;6,33677;8,17428;78,857;11,3486;16,9833;10,4177;5,74354;7,60318;1
2;60ul-nr6;30-12;887;1275;0,014603925;15;1,0344;0,093029;251,4624;233,4468;217,3191;15,8365;21,8222;31,8987;92,8658;3,07045;14,5409;6,53667;3,83719;9,07135;93,5118;3,82651;10,1827;7,44448;2,91513;9,43729;1
2;60ul-nr6;30-13;936;970;0,129773257;17;1,0275;0,23929;194,5418;130,4127;98,19048;23,9515;18,0292;14,8029;61,2837;19,4669;26,4399;5,08579;4,26735;3,33155;59,5553;18,4869;26,3841;7,22533;4,63832;3,28229;0
2;60ul-nr6;30-14;1082;1464;0,065408686;17;1,015;0,14433;243,1887;230,8136;214,3559;19,8757;28,9628;35,5595;88,6906;5,12394;14,6512;13,495;6,63696;7,64377;92,6599;4,28989;10,591;9,67898;4,70678;8,4396;1
2;60ul-nr6;30-16;1283;1524;0,248965747;18;0,99978;0,26847;247,7943;224,963;196,6667;23,6283;30,9312;32,738;89,1985;5,6632;18,1528;10,4879;8,09881;7,15288;90,7707;4,35636;17,0652;10,2642;7,08725;8,45598;1
2;60ul-nr6;30-17;1506;408;0,625238103;8;1,1205;0,25314;179,8029;174;172,0588;38,2924;30,753;25,3339;68,7315;5,36111;2,24993;10,0351;2,40399;3,53751;72,4342;6,47469;3,37589;11,9722;2,57706;4,00235;1
2;60ul-nr6;30-2;492;1416;0,162872065;13;0,74863;0,32858;238,2844;210,9247;180,0215;34,8151;41,6346;37,7417;83,5302;8,52194;20,7452;12,9708;7,75036;7,56318;86,1261;6,21605;19,3083;14,2146;7,90339;7,70763;1
2;60ul-nr6;30-5;660;1725;0,460562911;9;0,51907;0,6409;18,57074;13,79167;13;7,91211;3,05001;2,10589;4,38184;1,71128;0,581081;1,03426;0,809419;0,626159;4,82264;3,61917;1,79206;1,59715;3,4069;2,05933;0
2;60ul-nr6;30-15;1120;1047;0,742877325;14;1,0248;0,22614;242,6347;232,6415;221,8302;22,3032;29,2352;32,2745;89,5695;5,06457;10,0506;13,249;6,2549;6,24571;93,147;3,96507;7,37676;9,99993;4,05858;5,17207;0
2;60ul-nr6;30-7;713;800;0,181985881;21;0,97971;0,42869;243,7706;223,5541;201,2838;26,8823;33,4632;37,5706;87,185;6,45434;18,3609;12,2474;6,24245;7,56375;90,3211;5,13442;14,0947;11,5149;5,10546;8,50533;1
2;60ul-nr6;30-9;775;861;0,249867922;18;0,98169;0,43077;245,5881;224,9118;192,0882;14,5885;25,6688;26,906;87,733;5,3612;21,9269;12,0071;7,36525;5,04894;90,9185;4,57437;19,6303;7,87955;7,03587;5,8781;1
2;60ul-nr7;31-10;1072;1699;0,163397116;16;0,55732;0,2888;148,136;134,2972;109,7925;26,0086;14,8171;5,34358;53,9395;6,29134;13,001;5,65249;2,95086;5,91673;58,2107;7,99576;17,4738;6,58027;3,4731;6,68063;0
2;60ul-nr7;31-24;1650;1077;0,175139217;16;0,96358;0,24484;230,8021;219,494;205,6867;28,9262;37,135;44,6493;82,436;8,35695;13,987;16,2373;5,67512;8,7532;89,1123;6,69564;10,1496;12,6351;5,65665;9,60242;1
2;60ul-nr7;31-27;1764;1140;0,204851402;13;1,0032;0,36677;247,3137;225,92;213,58;33,3495;36,7095;37,8472;91,6658;4,98647;8,09018;10,1375;3,83677;5,5897;90,832;4,55577;8,41265;13,221;3,34795;5,97921;0
2;60ul-nr7;31-4;510;713;0,126274819;18;1,0277;0,17454;237,8017;195,7358;190,6604;25,4871;28,081;28,1329;83,9442;11,9752;7,77725;10,7683;4,00868;3,06272;81,8949;12,2091;7,43172;9,94876;3,18668;2,3572;0
2;60ul-nr7;31-5;582;932;0,06487606;12;0,63557;0,34928;137,4895;104,5682;61,93182;15,0848;7,14761;8,45617;45,9232;9,48034;27,5111;2,95839;3,0955;5,8349;47,5448;11,4123;30,1409;3,40644;3,84514;6,9258;0
2;60ul-nr7;31-8;858;357;0,117561932;17;0,96714;0,29713;242,8249;216,32;194,4533;24,7219;34,0283;39,6097;85,4109;8,39596;19,838;9,59291;5,57735;7,80421;88,1808;6,93478;14,6278;11,35;5,31831;9,23854;1
2;60ul-nr7;31-9;869;513;0,137285216;17;0,82984;0,37309;229,5167;210,75;173,7763;13,649;28,6152;27,6698;79,166;10,2132;22,1127;12,3251;6,65714;5,35618;86,4052;6,63387;22,8636;8,65207;7,29007;3,78255;1
2;60ul-nr8;32-1;506;1654;0,110999392;12;1,0403;0,21705;252,3284;238,225;229,725;17,5112;23,0779;23,1749;94,8485;3,89527;5,36739;5,74474;2,95444;4,44951;94,9567;3,27384;5,77789;7,92686;3,65151;5,25966;1
2;60ul-nr8;32-13;869;947;0,513747434;17;0,93556;0,20268;156,4902;123,3636;112,7879;18,2583;12,094;10,2425;53,0556;13,6816;11,1785;4,97996;2,39867;1,9633;55,4784;14,6161;12,0596;5,31094;2,39833;2,16299;0
2;60ul-nr8;32-14;963;1733;0,318653209;9;0,49925;0,4224;131,6641;116,0824;96,50588;14,3174;8,77389;2,58025;48,6655;5,07433;11,732;2,92018;2,05411;3,56503;50,5475;6,06164;14,1903;3,82916;2,0108;4,42576;1
2;60ul-nr8;32-15;975;566;0,048725098;18;0,75522;0,56381;243,7368;220,2581;186,2473;10,8452;24,454;26,2636;85,6687;8,50693;20,0367;11,8002;7,82867;7,82402;89,7001;6,26342;20,9566;7,15223;7,40796;6,38947;1
2;60ul-nr8;32-16;977;652;0,155610224;19;0,68561;0,58298;226,9852;205,4457;172,1087;37,4597;46,5491;40,58;78,9563;9,85832;19,3471;16,0123;7,1033;7,34726;84,3931;7,32177;21,1652;15,8722;8,82028;6,61512;1
2;60ul-nr8;32-20;1207;1503;0,55865992;20;0,99821;0,32255;233,6171;180,3786;147,7184;26,5266;41,0889;44,1607;77,3454;15,9097;24,3009;12,5658;8,80765;8,58064;77,4802;15,5621;24,6033;13,1708;9,24113;7,97103;1
2;60ul-nr8;32-4;571;754;0,314806878;11;0,83243;0,35948;16,64376;12,67647;12,64706;5,23264;3,64916;3,13226;3,82638;1,46115;0,471476;0,925727;0,87574;0,538061;3,97177;1,47263;0,581255;1,43935;1,38833;0,836905;0
2;60ul-nr8;32-5;602;1166;0;9;1,0385;0,40142;199,8469;146,9063;127,1563;27,7102;17,4548;14,7323;64,0766;19,3705;19,3366;7,8005;3,92286;3,35289;66,4275;21,0549;19,8655;7,66567;3,54194;3,13135;0